WEEK,INDUSTRY,REGION,WAPP,WAPP_NEW,WAPP_RESURRECT,WAPP_CHURN,WEEKLY_REVISED
16/11/20,construction,NA,890,112,130,174,11/16/2020
16/11/20,service_management,LATAM,96,3,15,19,11/16/2020
16/11/20,it_service_desk,LATAM,12,0,1,1,11/16/2020
16/11/20,it,EMEA,7,8,0,0,11/16/2020
16/11/20,marketing,NA,"17,576","1,133","2,509","3,159",11/16/2020
16/11/20,tech,EMEA,"7,276",295,"1,149","1,359",11/16/2020
16/11/20,gantt,EMEA,71,12,14,24,11/16/2020
16/11/20,virality_broadcast,LATAM,13,0,0,1,11/16/2020
16/11/20,operations,EMEA,8,9,0,0,11/16/2020
16/11/20,internal_projects,,6,0,2,3,11/16/2020
16/11/20,,,202,1,21,20,11/16/2020
16/11/20,gantt,ANZ,3,3,1,3,11/16/2020
16/11/20,marketing,EMEA,"10,584",577,"1,415","1,718",11/16/2020
16/11/20,internal_projects,EMEA,"31,265",818,"5,591","6,434",11/16/2020
16/11/20,virality_form,NA,40,2,14,19,11/16/2020
16/11/20,time_management,APAC,1,0,0,0,11/16/2020
16/11/20,other,ANZ,756,39,105,141,11/16/2020
16/11/20,marketing,LATAM,"4,372",282,488,728,11/16/2020
16/11/20,calendar_planning,NA,0,0,1,1,11/16/2020
16/11/20,,ANZ,"13,058",227,"1,887","2,215",11/16/2020
16/11/20,event_planning,ANZ,22,0,6,3,11/16/2020
16/11/20,generic,EMEA,128,7,25,23,11/16/2020
16/11/20,operations,NA,1,7,0,0,11/16/2020
16/11/20,todos,APAC,"2,403",91,359,445,11/16/2020
16/11/20,marketing,APAC,"1,180",51,138,213,11/16/2020
16/11/20,other,APAC,578,61,121,195,11/16/2020
16/11/20,todos,LATAM,"6,132",261,867,"1,285",11/16/2020
16/11/20,calendar_planning,EMEA,58,2,3,1,11/16/2020
23/11/20,supply_chain,APAC,2,0,2,3,11/23/2020
23/11/20,internal_projects,NA,"44,450",798,"5,744","15,207",11/23/2020
23/11/20,team_work,EMEA,161,2,12,10,11/23/2020
23/11/20,marketing_startup,LATAM,23,0,2,0,11/23/2020
23/11/20,it_service_desk,NA,18,0,3,1,11/23/2020
23/11/20,,EMEA,"61,126","1,042","9,040","10,782",11/23/2020
23/11/20,client_projects,LATAM,"5,670",101,727,836,11/23/2020
23/11/20,virality_form,NA,30,1,4,15,11/23/2020
23/11/20,supply_chain,ANZ,5,1,0,1,11/23/2020
23/11/20,product_roadmap,ANZ,96,0,12,15,11/23/2020
23/11/20,event_planning,ANZ,19,0,4,7,11/23/2020
23/11/20,finance,EMEA,1,6,0,1,11/23/2020
23/11/20,virality_broadcast,EMEA,9,0,3,-1,11/23/2020
23/11/20,calendar_planning,ANZ,10,0,0,0,11/23/2020
23/11/20,todos,NA,"24,835",709,"3,141","7,562",11/23/2020
23/11/20,tech,ANZ,902,67,149,197,11/23/2020
23/11/20,,LATAM,"15,698",248,"2,057","2,359",11/23/2020
23/11/20,communication,APAC,1,0,1,1,11/23/2020
23/11/20,crm,,5,0,1,2,11/23/2020
23/11/20,product_roadmap,LATAM,100,0,12,14,11/23/2020
23/11/20,real_estate,APAC,23,4,3,7,11/23/2020
23/11/20,todos,ANZ,"4,691",125,665,896,11/23/2020
23/11/20,team_work,LATAM,0,0,0,0,11/23/2020
23/11/20,project_management,LATAM,"3,137",413,446,659,11/23/2020
23/11/20,orders,APAC,470,3,43,63,11/23/2020
23/11/20,marketing,APAC,"1,112",45,145,258,11/23/2020
23/11/20,product_roadmap,EMEA,990,15,140,185,11/23/2020
23/11/20,generic,LATAM,4,0,1,3,11/23/2020
23/11/20,service_management,LATAM,92,1,7,12,11/23/2020
23/11/20,client_projects,APAC,"2,351",36,320,382,11/23/2020
23/11/20,tech,LATAM,"1,184",36,163,215,11/23/2020
23/11/20,,NA,"66,612",800,"7,312","18,070",11/23/2020
23/11/20,time_management,ANZ,57,1,9,2,11/23/2020
23/11/20,product_roadmap,NA,786,13,82,232,11/23/2020
23/11/20,tasks_management,EMEA,16,0,1,2,11/23/2020
23/11/20,design_and_creative,EMEA,1,0,0,0,11/23/2020
23/11/20,todos,,3,0,0,0,11/23/2020
23/11/20,generic,ANZ,6,0,1,1,11/23/2020
23/11/20,hr,LATAM,221,15,33,54,11/23/2020
23/11/20,team_work,NA,60,1,6,18,11/23/2020
23/11/20,service_management,APAC,30,1,6,6,11/23/2020
23/11/20,orders,LATAM,"1,109",33,136,140,11/23/2020
23/11/20,supply_chain,EMEA,40,0,3,9,11/23/2020
23/11/20,real_estate,NA,637,47,88,174,11/23/2020
23/11/20,gantt,NA,147,31,17,46,11/23/2020
23/11/20,time_management,LATAM,8,0,3,4,11/23/2020
23/11/20,time_management,APAC,0,0,1,2,11/23/2020
23/11/20,communication,EMEA,81,2,17,12,11/23/2020
23/11/20,hr,NA,"1,174",42,115,280,11/23/2020
23/11/20,calendar_planning,LATAM,15,1,6,5,11/23/2020
23/11/20,orders,EMEA,"3,680",130,429,532,11/23/2020
23/11/20,internal_projects,APAC,"4,075",86,682,689,11/23/2020
23/11/20,generic,APAC,1,0,0,0,11/23/2020
23/11/20,real_estate,EMEA,290,20,45,63,11/23/2020
23/11/20,operations,NA,8,13,0,6,11/23/2020
23/11/20,time_management,NA,304,7,31,79,11/23/2020
23/11/20,tasks_management,APAC,0,0,0,0,11/23/2020
23/11/20,calendar_planning,EMEA,52,0,3,9,11/23/2020
23/11/20,generic,NA,54,0,6,11,11/23/2020
23/11/20,construction,LATAM,328,40,49,68,11/23/2020
23/11/20,internal_projects,ANZ,"6,047",169,"1,102","1,328",11/23/2020
23/11/20,hr,APAC,184,2,30,31,11/23/2020
23/11/20,hr,ANZ,150,11,20,34,11/23/2020
23/11/20,other,LATAM,"1,365",59,195,261,11/23/2020
23/11/20,generic,EMEA,125,22,36,61,11/23/2020
23/11/20,crm,LATAM,"3,014",129,370,445,11/23/2020
23/11/20,todos,EMEA,"18,261",713,"2,566","3,440",11/23/2020
23/11/20,crm,ANZ,"1,859",61,249,320,11/23/2020
23/11/20,creative,EMEA,110,29,5,24,11/23/2020
23/11/20,project_management,EMEA,"9,073",933,"1,242","1,669",11/23/2020
23/11/20,real_estate,ANZ,39,4,8,13,11/23/2020
23/11/20,tasks_management,ANZ,2,0,0,0,11/23/2020
23/11/20,finance,NA,1,0,0,0,11/23/2020
23/11/20,orders,NA,"5,590",140,472,"1,014",11/23/2020
23/11/20,client_projects,EMEA,"20,272",394,"2,656","3,224",11/23/2020
23/11/20,construction,ANZ,163,14,25,33,11/23/2020
23/11/20,orders,ANZ,950,22,76,89,11/23/2020
23/11/20,crm,NA,"10,307",439,"1,167","2,558",11/23/2020
23/11/20,communication,NA,53,4,13,15,11/23/2020
23/11/20,education_general,LATAM,8,7,1,2,11/23/2020
23/11/20,tasks_management,NA,55,0,8,9,11/23/2020
23/11/20,form,NA,16,0,1,7,11/23/2020
23/11/20,crm,APAC,"1,356",45,179,203,11/23/2020
23/11/20,,APAC,"5,091",90,707,889,11/23/2020
23/11/20,product_roadmap,APAC,24,1,5,5,11/23/2020
23/11/20,marketing,ANZ,"1,928",92,248,306,11/23/2020
23/11/20,gantt,ANZ,9,5,1,0,11/23/2020
23/11/20,internal_projects,EMEA,"30,923",787,"5,421","6,550",11/23/2020
23/11/20,marketing,EMEA,"10,737",574,"1,356","1,777",11/23/2020
23/11/20,tech,NA,"7,507",229,"1,038","2,498",11/23/2020
23/11/20,supply_chain,LATAM,24,0,0,0,11/23/2020
23/11/20,time_management,EMEA,187,0,45,40,11/23/2020
23/11/20,,ANZ,"12,915",187,"1,745","2,075",11/23/2020
23/11/20,time_tracking,APAC,6,0,0,0,11/23/2020
23/11/20,customer_service,EMEA,4,0,0,0,11/23/2020
23/11/20,event_planning,EMEA,42,1,9,17,11/23/2020
23/11/20,construction,NA,851,96,83,218,11/23/2020
23/11/20,virality_form,ANZ,20,0,4,6,11/23/2020
23/11/20,it_service_desk,LATAM,12,0,1,1,11/23/2020
23/11/20,it,EMEA,6,0,0,1,11/23/2020
23/11/20,marketing,NA,"15,634",535,"1,583","4,060",11/23/2020
23/11/20,time_tracking,NA,29,0,2,3,11/23/2020
23/11/20,marketing_startup,NA,51,0,5,8,11/23/2020
23/11/20,it_service_deck,EMEA,0,0,0,0,11/23/2020
23/11/20,todos,LATAM,"6,084",206,894,"1,148",11/23/2020
23/11/20,creative,NA,131,0,10,34,11/23/2020
23/11/20,form,ANZ,1,0,0,1,11/23/2020
23/11/20,project_management,APAC,"2,041",147,239,307,11/23/2020
23/11/20,event_planning,NA,32,0,3,3,11/23/2020
23/11/20,creative,LATAM,8,0,2,5,11/23/2020
23/11/20,education_general,NA,34,8,4,10,11/23/2020
23/11/20,virality_form,APAC,176,4,27,33,11/23/2020
23/11/20,internal_projects,LATAM,"8,582",246,"1,381","1,742",11/23/2020
23/11/20,communication,ANZ,30,1,2,2,11/23/2020
23/11/20,marketing,LATAM,"4,409",222,504,689,11/23/2020
23/11/20,construction,EMEA,426,84,51,72,11/23/2020
23/11/20,other,EMEA,"3,185",124,512,618,11/23/2020
23/11/20,tech,APAC,"1,254",55,193,195,11/23/2020
23/11/20,service_management,EMEA,355,27,42,57,11/23/2020
23/11/20,gantt,APAC,3,0,0,0,11/23/2020
23/11/20,project_management,ANZ,"1,697",158,273,353,11/23/2020
23/11/20,service_management,ANZ,97,12,6,12,11/23/2020
23/11/20,team_work,APAC,6,0,3,3,11/23/2020
23/11/20,education_general,EMEA,7,4,0,3,11/23/2020
23/11/20,virality_form,LATAM,24,0,2,5,11/23/2020
23/11/20,todos,APAC,"2,471",123,348,403,11/23/2020
23/11/20,hr,EMEA,786,45,101,127,11/23/2020
23/11/20,team_work,ANZ,16,0,0,1,11/23/2020
23/11/20,service_management,NA,401,35,31,85,11/23/2020
23/11/20,time_tracking,EMEA,14,0,3,4,11/23/2020
23/11/20,form,APAC,2,0,0,0,11/23/2020
23/11/20,real_estate,LATAM,103,21,6,19,11/23/2020
23/11/20,client_projects,NA,"26,250",368,"2,713","6,512",11/23/2020
23/11/20,tech,EMEA,"7,214",270,"1,056","1,388",11/23/2020
23/11/20,virality_form,EMEA,241,14,39,7,11/23/2020
23/11/20,marketing_startup,EMEA,82,5,13,20,11/23/2020
23/11/20,calendar_planning,NA,0,0,0,0,11/23/2020
23/11/20,client_projects,ANZ,"4,828",127,639,725,11/23/2020
23/11/20,crm,EMEA,"9,102",447,"1,080","1,431",11/23/2020
23/11/20,it_service_desk,EMEA,1,0,2,2,11/23/2020
23/11/20,project_management,NA,"12,355","1,049","1,487","3,857",11/23/2020
23/11/20,,,196,1,26,33,11/23/2020
23/11/20,construction,APAC,22,0,4,4,11/23/2020
23/11/20,supply_chain,NA,180,2,20,37,11/23/2020
23/11/20,internal_projects,,6,0,3,3,11/23/2020
23/11/20,operations,EMEA,9,7,0,6,11/23/2020
23/11/20,creative,ANZ,7,0,0,1,11/23/2020
23/11/20,other,NA,"3,900",113,464,"1,242",11/23/2020
23/11/20,virality_broadcast,LATAM,14,0,1,0,11/23/2020
23/11/20,gantt,EMEA,74,11,13,21,11/23/2020
23/11/20,other,ANZ,782,53,107,134,11/23/2020
23/11/20,virality_broadcast,NA,19,0,2,6,11/23/2020
23/11/20,other,APAC,646,26,145,103,11/23/2020
23/11/20,education_general,ANZ,1,0,0,0,11/23/2020
30/11/20,finance,ANZ,1,1,0,0,11/30/2020
30/11/20,project_management,NA,"15,300","1,720","4,028","2,803",11/30/2020
30/11/20,tech,ANZ,960,53,136,131,11/30/2020
30/11/20,event_planning,ANZ,19,0,4,4,11/30/2020
30/11/20,real_estate,EMEA,317,25,63,61,11/30/2020
30/11/20,real_estate,APAC,31,3,4,-1,11/30/2020
30/11/20,orders,NA,"6,251",192,"1,154",685,11/30/2020
30/11/20,todos,ANZ,"4,814",186,725,788,11/30/2020
30/11/20,orders,EMEA,"3,779",135,435,471,11/30/2020
30/11/20,operations,EMEA,25,10,0,-6,11/30/2020
30/11/20,,ANZ,"13,036",194,"1,930","2,003",11/30/2020
30/11/20,orders,APAC,465,2,44,51,11/30/2020
30/11/20,time_management,APAC,2,0,1,-1,11/30/2020
30/11/20,marketing,LATAM,"4,618",252,552,595,11/30/2020
30/11/20,generic,EMEA,183,35,42,19,11/30/2020
30/11/20,internal_projects,,9,0,0,-3,11/30/2020
30/11/20,todos,EMEA,"18,762",807,"2,984","3,290",11/30/2020
30/11/20,crm,ANZ,"1,888",85,244,300,11/30/2020
30/11/20,marketing,EMEA,"11,079",681,"1,567","1,906",11/30/2020
30/11/20,time_management,ANZ,59,1,8,7,11/30/2020
30/11/20,form,NA,19,1,5,3,11/30/2020
30/11/20,todos,APAC,"2,549",123,313,358,11/30/2020
30/11/20,,APAC,"5,322",161,843,773,11/30/2020
30/11/20,gantt,ANZ,21,14,0,2,11/30/2020
30/11/20,design_and_creative,EMEA,1,0,0,0,11/30/2020
30/11/20,it_service_desk,EMEA,4,0,1,-2,11/30/2020
30/11/20,todos,NA,"29,057","1,163","7,753","4,694",11/30/2020
30/11/20,product_roadmap,EMEA,"1,002",21,144,153,11/30/2020
30/11/20,generic,LATAM,7,0,5,2,11/30/2020
30/11/20,service_management,LATAM,135,41,12,10,11/30/2020
30/11/20,client_projects,APAC,"2,395",49,351,356,11/30/2020
30/11/20,tech,LATAM,"1,226",61,206,225,11/30/2020
30/11/20,,NA,"76,519","1,575","19,568","11,236",11/30/2020
30/11/20,product_roadmap,NA,919,17,251,135,11/30/2020
30/11/20,supply_chain,ANZ,6,0,0,-1,11/30/2020
30/11/20,crm,EMEA,"9,324",446,"1,294","1,518",11/30/2020
30/11/20,marketing,APAC,"1,200",101,173,186,11/30/2020
30/11/20,it_service_desk,NA,18,0,2,2,11/30/2020
30/11/20,internal_projects,NA,"53,540","1,539","16,425","8,874",11/30/2020
30/11/20,team_work,EMEA,162,0,12,11,11/30/2020
30/11/20,marketing_startup,LATAM,24,1,3,3,11/30/2020
30/11/20,,EMEA,"62,253","1,281","10,040","10,194",11/30/2020
30/11/20,client_projects,LATAM,"5,765",111,733,749,11/30/2020
30/11/20,virality_form,NA,41,1,14,4,11/30/2020
30/11/20,supply_chain,APAC,3,0,0,-1,11/30/2020
30/11/20,it,APAC,1,1,0,0,11/30/2020
30/11/20,time_tracking,EMEA,15,0,1,0,11/30/2020
30/11/20,communication,APAC,2,0,0,-1,11/30/2020
30/11/20,crm,,8,0,3,0,11/30/2020
30/11/20,product_roadmap,LATAM,102,2,17,17,11/30/2020
30/11/20,team_work,LATAM,1,0,1,0,11/30/2020
30/11/20,design_and_creative,APAC,2,2,0,0,11/30/2020
30/11/20,design_and_creative,NA,29,30,0,1,11/30/2020
30/11/20,project_management,LATAM,"3,480",416,511,584,11/30/2020
30/11/20,team_work,ANZ,17,0,3,2,11/30/2020
30/11/20,operations,APAC,1,1,0,0,11/30/2020
30/11/20,service_management,NA,512,86,125,100,11/30/2020
30/11/20,product_roadmap,ANZ,102,0,29,23,11/30/2020
30/11/20,customer_service,NA,8,8,0,0,11/30/2020
30/11/20,form,APAC,3,0,1,0,11/30/2020
30/11/20,real_estate,LATAM,114,4,14,7,11/30/2020
30/11/20,client_projects,NA,"29,921",662,"7,298","4,289",11/30/2020
30/11/20,team_work,APAC,10,0,2,-2,11/30/2020
30/11/20,marketing_startup,NA,57,5,11,10,11/30/2020
30/11/20,marketing_startup,EMEA,94,4,14,6,11/30/2020
30/11/20,calendar_planning,NA,0,0,0,0,11/30/2020
30/11/20,client_projects,ANZ,"4,848",91,649,720,11/30/2020
30/11/20,todos,,3,0,1,1,11/30/2020
30/11/20,communication,EMEA,85,4,16,16,11/30/2020
30/11/20,generic,ANZ,7,0,2,1,11/30/2020
30/11/20,hr,LATAM,250,9,53,33,11/30/2020
30/11/20,team_work,NA,74,2,22,10,11/30/2020
30/11/20,service_management,APAC,35,2,8,5,11/30/2020
30/11/20,orders,LATAM,"1,129",37,128,145,11/30/2020
30/11/20,supply_chain,EMEA,43,0,4,1,11/30/2020
30/11/20,real_estate,NA,768,88,162,119,11/30/2020
30/11/20,gantt,NA,167,19,38,37,11/30/2020
30/11/20,time_management,LATAM,11,0,2,-1,11/30/2020
30/11/20,communication,NA,66,1,5,-7,11/30/2020
30/11/20,hr,NA,"1,368",70,337,213,11/30/2020
30/11/20,calendar_planning,LATAM,18,0,0,-3,11/30/2020
30/11/20,internal_projects,APAC,"4,121",87,685,726,11/30/2020
30/11/20,generic,APAC,1,0,0,0,11/30/2020
30/11/20,operations,NA,45,37,3,3,11/30/2020
30/11/20,it,NA,12,12,0,0,11/30/2020
30/11/20,time_management,NA,349,11,99,65,11/30/2020
30/11/20,tasks_management,APAC,1,0,1,0,11/30/2020
30/11/20,calendar_planning,EMEA,53,1,5,5,11/30/2020
30/11/20,creative,EMEA,126,6,10,0,11/30/2020
30/11/20,finance,EMEA,13,9,1,-2,11/30/2020
30/11/20,virality_broadcast,EMEA,9,1,2,3,11/30/2020
30/11/20,calendar_planning,ANZ,11,1,0,0,11/30/2020
30/11/20,project_management,EMEA,"9,880","1,236","1,418","1,847",11/30/2020
30/11/20,construction,LATAM,369,32,53,44,11/30/2020
30/11/20,internal_projects,ANZ,"6,165",122,"1,173","1,177",11/30/2020
30/11/20,hr,APAC,215,22,38,29,11/30/2020
30/11/20,hr,ANZ,159,7,20,18,11/30/2020
30/11/20,tasks_management,EMEA,16,0,2,2,11/30/2020
30/11/20,crm,LATAM,"3,130",125,408,417,11/30/2020
30/11/20,virality_form,EMEA,236,12,40,57,11/30/2020
30/11/20,finance,APAC,8,8,0,0,11/30/2020
30/11/20,generic,NA,71,10,16,9,11/30/2020
30/11/20,real_estate,ANZ,44,6,3,4,11/30/2020
30/11/20,tasks_management,ANZ,2,0,0,0,11/30/2020
30/11/20,finance,NA,27,27,1,2,11/30/2020
30/11/20,client_projects,EMEA,"20,620",420,"2,945","3,017",11/30/2020
30/11/20,construction,ANZ,173,14,15,19,11/30/2020
30/11/20,orders,ANZ,981,53,87,109,11/30/2020
30/11/20,crm,NA,"11,837",729,"2,571","1,770",11/30/2020
30/11/20,time_tracking,APAC,6,0,0,0,11/30/2020
30/11/20,supply_chain,LATAM,26,0,2,0,11/30/2020
30/11/20,tasks_management,NA,53,0,14,16,11/30/2020
30/11/20,crm,APAC,"1,434",67,176,165,11/30/2020
30/11/20,product_roadmap,APAC,23,0,6,7,11/30/2020
30/11/20,marketing,ANZ,"2,011",90,283,290,11/30/2020
30/11/20,internal_projects,EMEA,"31,404",787,"5,925","6,231",11/30/2020
30/11/20,tech,NA,"9,070",446,"2,718","1,601",11/30/2020
30/11/20,education_general,LATAM,9,0,0,-1,11/30/2020
30/11/20,time_management,EMEA,200,1,31,19,11/30/2020
30/11/20,service_management,ANZ,110,9,10,6,11/30/2020
30/11/20,internal_projects,LATAM,"8,700",223,"1,539","1,644",11/30/2020
30/11/20,event_planning,EMEA,47,0,15,10,11/30/2020
30/11/20,construction,NA,"1,057",142,234,170,11/30/2020
30/11/20,virality_form,ANZ,24,0,2,-2,11/30/2020
30/11/20,it_service_desk,LATAM,14,0,1,-1,11/30/2020
30/11/20,it,EMEA,7,2,0,1,11/30/2020
30/11/20,marketing,NA,"18,196",921,"4,428","2,787",11/30/2020
30/11/20,other,APAC,681,49,130,144,11/30/2020
30/11/20,virality_form,APAC,190,4,35,25,11/30/2020
30/11/20,other,LATAM,"1,410",47,227,229,11/30/2020
30/11/20,it_service_deck,EMEA,0,0,0,0,11/30/2020
30/11/20,todos,LATAM,"6,270",294,"1,033","1,141",11/30/2020
30/11/20,creative,NA,149,2,38,22,11/30/2020
30/11/20,form,ANZ,1,0,1,1,11/30/2020
30/11/20,project_management,APAC,"2,168",196,286,355,11/30/2020
30/11/20,event_planning,NA,34,0,5,3,11/30/2020
30/11/20,creative,LATAM,22,3,11,0,11/30/2020
30/11/20,education_general,NA,51,8,19,10,11/30/2020
30/11/20,hr,EMEA,811,43,122,140,11/30/2020
30/11/20,time_tracking,NA,30,0,10,9,11/30/2020
30/11/20,communication,ANZ,29,0,5,6,11/30/2020
30/11/20,construction,EMEA,499,75,58,60,11/30/2020
30/11/20,other,EMEA,"3,303",179,538,599,11/30/2020
30/11/20,tech,APAC,"1,296",47,186,191,11/30/2020
30/11/20,service_management,EMEA,368,28,43,58,11/30/2020
30/11/20,gantt,APAC,3,0,0,0,11/30/2020
30/11/20,project_management,ANZ,"1,794",174,277,354,11/30/2020
30/11/20,creative,ANZ,8,0,1,0,11/30/2020
30/11/20,,,203,4,43,40,11/30/2020
30/11/20,other,ANZ,824,52,118,128,11/30/2020
30/11/20,construction,APAC,22,2,6,8,11/30/2020
30/11/20,virality_broadcast,NA,26,2,9,4,11/30/2020
30/11/20,customer_service,EMEA,8,4,0,0,11/30/2020
30/11/20,education_general,ANZ,1,0,0,0,11/30/2020
30/11/20,education_general,EMEA,11,3,1,0,11/30/2020
30/11/20,virality_broadcast,LATAM,14,0,1,1,11/30/2020
30/11/20,supply_chain,NA,205,6,45,26,11/30/2020
30/11/20,virality_form,LATAM,27,1,9,7,11/30/2020
30/11/20,tech,EMEA,"7,537",376,"1,245","1,298",11/30/2020
30/11/20,,LATAM,"15,979",354,"2,142","2,215",11/30/2020
30/11/20,other,NA,"4,682",253,"1,319",790,11/30/2020
30/11/20,gantt,EMEA,93,9,16,6,11/30/2020
7/12/2020,communication,ANZ,29,0,5,5,12/7/2020
7/12/2020,virality_form,APAC,185,4,31,40,12/7/2020
7/12/2020,education_general,NA,41,2,4,16,12/7/2020
7/12/2020,orders,NA,"6,236",164,636,815,12/7/2020
7/12/2020,supply_chain,NA,197,5,13,26,12/7/2020
7/12/2020,tech,APAC,"1,260",40,177,253,12/7/2020
7/12/2020,time_tracking,NA,24,0,3,9,12/7/2020
7/12/2020,client_projects,EMEA,"20,155",419,"2,615","3,499",12/7/2020
7/12/2020,service_management,NA,536,83,84,143,12/7/2020
7/12/2020,communication,EMEA,72,0,20,33,12/7/2020
7/12/2020,communication,NA,54,2,11,25,12/7/2020
7/12/2020,time_tracking,EMEA,11,0,1,5,12/7/2020
7/12/2020,crm,NA,"11,889",589,"1,606","2,143",12/7/2020
7/12/2020,construction,EMEA,508,57,51,99,12/7/2020
7/12/2020,orders,EMEA,"3,767",134,421,567,12/7/2020
7/12/2020,gantt,LATAM,4,4,0,0,12/7/2020
7/12/2020,tasks_management,APAC,0,0,0,1,12/7/2020
7/12/2020,virality_form,LATAM,22,2,2,9,12/7/2020
7/12/2020,it_service_deck,EMEA,0,0,0,0,12/7/2020
7/12/2020,design_and_creative,ANZ,3,6,0,0,12/7/2020
7/12/2020,finance,ANZ,1,1,0,1,12/7/2020
7/12/2020,operations,NA,53,54,4,50,12/7/2020
7/12/2020,education_general,EMEA,9,2,4,8,12/7/2020
7/12/2020,creative,NA,138,1,20,32,12/7/2020
7/12/2020,service_management,APAC,27,0,2,10,12/7/2020
7/12/2020,virality_broadcast,NA,28,2,6,6,12/7/2020
7/12/2020,time_management,LATAM,10,2,2,5,12/7/2020
7/12/2020,project_management,LATAM,"3,480",419,520,939,12/7/2020
7/12/2020,gantt,NA,168,25,27,51,12/7/2020
7/12/2020,creative,LATAM,18,1,4,9,12/7/2020
7/12/2020,supply_chain,EMEA,42,0,3,4,12/7/2020
7/12/2020,,LATAM,"15,653",296,"2,036","2,658",12/7/2020
7/12/2020,orders,LATAM,"1,084",26,129,200,12/7/2020
7/12/2020,construction,NA,"1,055",230,170,402,12/7/2020
7/12/2020,client_projects,ANZ,"4,732",80,619,815,12/7/2020
7/12/2020,education_general,LATAM,8,0,0,1,12/7/2020
7/12/2020,operations,EMEA,26,9,1,9,12/7/2020
7/12/2020,client_projects,LATAM,"5,638",112,735,974,12/7/2020
7/12/2020,time_management,EMEA,191,2,39,50,12/7/2020
7/12/2020,virality_broadcast,LATAM,14,0,0,0,12/7/2020
7/12/2020,it_service_desk,EMEA,1,0,0,3,12/7/2020
7/12/2020,team_work,EMEA,153,3,11,23,12/7/2020
7/12/2020,project_management,NA,"15,539","1,487","2,379","3,627",12/7/2020
7/12/2020,it_service_desk,NA,18,2,4,6,12/7/2020
7/12/2020,tech,NA,"9,154",424,"1,597","1,937",12/7/2020
7/12/2020,marketing,APAC,"1,194",46,156,208,12/7/2020
7/12/2020,virality_form,ANZ,21,0,6,9,12/7/2020
7/12/2020,supply_chain,ANZ,5,0,0,1,12/7/2020
7/12/2020,product_roadmap,NA,927,20,135,147,12/7/2020
7/12/2020,it_service_desk,LATAM,13,0,1,2,12/7/2020
7/12/2020,time_management,ANZ,60,1,7,7,12/7/2020
7/12/2020,generic,LATAM,6,0,2,3,12/7/2020
7/12/2020,other,APAC,659,28,128,178,12/7/2020
7/12/2020,client_projects,APAC,"2,328",46,313,426,12/7/2020
7/12/2020,hr,ANZ,153,8,22,36,12/7/2020
7/12/2020,form,APAC,2,0,0,1,12/7/2020
7/12/2020,generic,NA,74,4,10,11,12/7/2020
7/12/2020,gantt,APAC,3,0,0,0,12/7/2020
7/12/2020,service_management,LATAM,131,5,7,16,12/7/2020
7/12/2020,creative,EMEA,126,4,11,15,12/7/2020
7/12/2020,crm,ANZ,"1,865",66,270,359,12/7/2020
7/12/2020,tech,ANZ,912,32,150,230,12/7/2020
7/12/2020,tasks_management,EMEA,16,0,2,2,12/7/2020
7/12/2020,supply_chain,LATAM,24,0,3,5,12/7/2020
7/12/2020,service_management,EMEA,372,23,48,67,12/7/2020
7/12/2020,tasks_management,NA,43,1,6,17,12/7/2020
7/12/2020,internal_projects,ANZ,"6,057",105,"1,126","1,339",12/7/2020
7/12/2020,virality_form,EMEA,222,6,53,73,12/7/2020
7/12/2020,construction,LATAM,358,24,48,83,12/7/2020
7/12/2020,project_management,EMEA,"10,017","1,011","1,466","2,340",12/7/2020
7/12/2020,marketing_startup,EMEA,79,1,18,34,12/7/2020
7/12/2020,gantt,ANZ,18,7,7,17,12/7/2020
7/12/2020,internal_projects,,4,0,2,7,12/7/2020
7/12/2020,event_planning,ANZ,19,0,7,7,12/7/2020
7/12/2020,tech,EMEA,"7,472",282,"1,132","1,479",12/7/2020
7/12/2020,orders,APAC,446,5,39,63,12/7/2020
7/12/2020,hr,APAC,201,7,26,47,12/7/2020
7/12/2020,design_and_creative,NA,32,14,1,12,12/7/2020
7/12/2020,design_and_creative,APAC,2,0,0,0,12/7/2020
7/12/2020,team_work,LATAM,0,0,0,1,12/7/2020
7/12/2020,todos,ANZ,"4,794",175,698,893,12/7/2020
7/12/2020,real_estate,APAC,27,4,3,11,12/7/2020
7/12/2020,generic,EMEA,167,17,30,63,12/7/2020
7/12/2020,product_roadmap,LATAM,93,1,14,24,12/7/2020
7/12/2020,crm,,4,0,1,5,12/7/2020
7/12/2020,crm,LATAM,"3,064",129,406,601,12/7/2020
7/12/2020,communication,APAC,1,0,1,2,12/7/2020
7/12/2020,todos,EMEA,"18,689",685,"2,764","3,522",12/7/2020
7/12/2020,gantt,EMEA,83,11,13,34,12/7/2020
7/12/2020,,,201,6,27,35,12/7/2020
7/12/2020,finance,APAC,24,24,0,8,12/7/2020
7/12/2020,marketing,NA,"18,282",921,"2,549","3,384",12/7/2020
7/12/2020,it,EMEA,6,0,4,5,12/7/2020
7/12/2020,event_planning,EMEA,37,1,7,18,12/7/2020
7/12/2020,internal_projects,LATAM,"8,381",220,"1,384","1,923",12/7/2020
7/12/2020,tasks_management,ANZ,2,0,0,0,12/7/2020
7/12/2020,hr,EMEA,806,45,114,164,12/7/2020
7/12/2020,todos,APAC,"2,522",101,326,454,12/7/2020
7/12/2020,finance,NA,29,41,0,39,12/7/2020
7/12/2020,education_general,ANZ,0,0,0,1,12/7/2020
